cc_num,name,lat,long
100000000000082,Naomi Beahan,33.17389453368118,-111.644850597723
100000000000083,Cali Daugherty,32.9798599523219,-123.3072511498934
100000000000084,Keith Wisoky,48.43113325709359,-125.61652449858651
100000000000085,Julien Stehr,48.87082917879542,-104.8046410713201
100000000000086,Zella Kuhlman,29.69434485522107,-72.805408304196
100000000000087,Mae Walsh,25.935086865295315,-81.19684559858678
100000000000088,Alessia Goodwin,33.04926263139616,-73.20914996217444
100000000000089,Dalton Abernathy,46.53760890409917,-110.18156341574296
100000000000090,Arlie Frami,33.37561266497682,-110.51066910972712
100000000000091,Ocie Steuber,34.248116712316445,-80.29055125991454
100000000000092,Rod Senger,40.34618241456056,-76.64839692076345
100000000000093,Darby Hills,27.407111793235416,-106.73882924484698
100000000000094,Hunter Doyle,35.84334041533471,-104.903526885556
100000000000095,Mervin Lakin,25.397509022504416,-103.47420870328116
100000000000096,Tierra Pollich,42.76448241222674,-67.54599091311385
100000000000097,Jonatan Davis,47.32478014680506,-102.00625508998944
100000000000098,Fleta Emard,40.736126827300374,-72.35765341289402
100000000000099,Felipa Friesen,25.504728324705145,-105.9108456459426
100000000000100,Prudence Price,45.32064234347651,-118.04734907317426
100000000000101,Barry VonRueden,29.58424115285517,-87.92788521290329
100000000000102,Kaya Pagac,26.06265969337213,-92.1641126042092
100000000000103,Jalon Mertz,37.82447596225019,-107.69292158367828
100000000000104,Lilla Kemmer,28.618548894492537,-91.72947160937454
100000000000105,Agnes Howell,37.97172886098363,-72.2004140270262
100000000000106,Drake Gulgowski,48.61421635787583,-88.52406232650941
100000000000107,Keenan Jones,39.14032905268252,-119.73642087188534
100000000000108,Lowell Deckow,48.90105680498044,-79.28347241059183
100000000000109,Aniyah Wintheiser,39.826659507327626,-69.61110702007335
100000000000110,Keely Schoen,47.298140674788435,-84.50960193224678
100000000000111,Meredith Lynch,48.79285538152226,-72.16938564174941
100000000000112,Dagmar Kozey,29.005221146419817,-91.98713611929556
100000000000113,Isac Rempel,36.52042360289353,-101.94478778451918
100000000000114,Andres Ernser,38.48573582211916,-101.2785882013898
100000000000115,Marlen Tremblay,46.51669944621964,-78.12278945022105
100000000000116,Sydney Mante,47.38087438704008,-114.27216286280157
100000000000117,Jeanne Maggio,42.12587519615297,-110.49950489183014
100000000000118,Giovani Von,46.43081611916428,-117.19664027585208
100000000000119,Gia Rolfson,43.4811916664963,-88.08802733936665
100000000000120,Annalise Schulist,36.896130296869615,-100.44523534372368
100000000000121,Marlene Rice,38.77629350300881,-118.09029498440118
100000000000122,Isai Hirthe,25.195940770570736,-120.2916226314089
100000000000123,Jovani Wolff,38.69056993378667,-77.1738929309808
100000000000124,Brock Larson,46.13972459959805,-94.39848763206712
100000000000125,Claudia Gerhold,26.227261186682437,-83.70887470039008
100000000000126,Onie Witting,35.7511110120829,-81.71029684388563
100000000000127,Marilie Bayer,35.315967061044944,-123.31946758861744
100000000000128,Kole Gusikowski,36.998180068567095,-123.3652521123996
100000000000129,Cecil Johnston,42.33817495365638,-98.49992029049416
100000000000130,Willow Zemlak,40.17318443977164,-103.43665363489208
100000000000131,Herminio Roob,41.70318411413716,-117.22716827967346
100000000000132,Paige Grimes,28.971209003740903,-91.39747079790207
100000000000133,Declan Schumm,39.257057419270765,-79.84282641992493
100000000000134,Amos Hettinger,36.056599480882795,-84.2350262384127
100000000000135,Roger Hilll,47.03719426782173,-123.00393564005203
100000000000136,Augusta Runolfsdottir,39.50871454540809,-95.29466911914112
100000000000137,Ophelia Pagac,48.654721079327224,-72.24077909791893
100000000000138,Joanny D'Amore,40.16118196680179,-119.77921285744944
100000000000139,Elenor Hayes,44.00055303418662,-91.27910446787068
100000000000140,Kyleigh Mitchell,42.19965720726836,-111.03147309790094
100000000000141,Sarina Brakus,49.29292536448163,-92.90573585462153
100000000000142,Norene Koch,36.95309616819201,-125.82404172012671
100000000000143,Miller Prohaska,30.98322221951102,-119.27167840168492
100000000000144,Else Corwin,49.45936562731241,-87.4682140806387
100000000000145,Isaias Pagac,47.94282885312285,-119.03157902513873
100000000000146,Bryon Hermann,38.76855619657484,-82.33490922602462
100000000000147,Alicia Langosh,27.8920329364982,-81.16888525859548
100000000000148,Landen Ritchie,35.851071712665274,-101.0295478419063
100000000000149,Alexandro Dickinson,37.39690007730588,-96.81513832345128
100000000000150,Verna Kling,31.86168886489113,-121.73332524559989
100000000000151,Audra Dickens,35.18755453657718,-96.38277504113717
100000000000152,Donny Rohan,40.30061976809694,-85.82279463822336
100000000000153,Delfina Renner,35.613441040958804,-118.83791302490476
100000000000154,Torrance Bernier,31.32419406808114,-116.8327574317868
100000000000155,Raphael Schaden,42.68072228185666,-101.40118733399216
100000000000156,Johnny Greenfelder,28.22038244636666,-103.60699231265534
100000000000157,Kacie O'Reilly,37.86270663367928,-77.25476533928563
100000000000158,Mitchel Predovic,44.64097795474184,-110.6453339123548
100000000000159,Drew Renner,49.820189855626694,-115.61742110042974
100000000000160,Devan Gerhold,31.870447684956083,-97.01593054985516
100000000000161,Antonia Ward,41.92743100709423,-114.57200142210904
100000000000162,Giovanni Walker,41.30199660556505,-99.27637457176752
100000000000163,Daniela Little,49.212003578700774,-122.86049804540484
100000000000164,Billie Haley,38.4990370814856,-72.91567095284881
100000000000165,Angelina Funk,29.63729532882342,-120.2388792345763
100000000000166,Collin Maggio,26.38587182536632,-101.26902015578072
100000000000167,Ardella Gleason,34.1487718761639,-86.96960525292411
100000000000168,Camylle Wintheiser,44.65128235131363,-106.80096083776006
100000000000169,Delphine Reynolds,31.86034085887256,-85.85124797857483
100000000000170,Stewart O'Connell,27.792989060900585,-122.07594917792376
100000000000171,Chelsey Lakin,38.882939332495326,-105.91791906847966
100000000000172,Francesca Ledner,42.470080533427875,-97.54150438175856
100000000000173,Michaela Fahey,28.47429427262885,-115.9817624526813
100000000000174,Bessie O'Kon,26.95531459766239,-93.2905552081231
100000000000175,Eldridge Hickle,44.662808785646035,-108.91941815513802
100000000000176,Deven Bogan,26.85428049875701,-108.2206096683928
100000000000177,Jany Ankunding,42.858797635529385,-110.58245021908928
100000000000178,Athena Bruen,31.599574273694113,-101.40408114177598
100000000000179,Sherwood MacGyver,25.433571970391316,-103.06305406315178
100000000000180,Kayley MacGyver,42.29683127285786,-79.88630633610552
100000000000181,Mekhi Sanford,48.38940278848682,-108.05360708370436
100000000000182,Forest Bergstrom,25.9612510556199,-67.88143128471064
100000000000183,Marshall Bernier,37.384875366924454,-109.8912283349687
100000000000184,Carleton Orn,36.51915275865848,-114.16488867563292
100000000000185,Viviane Jones,48.49674113097741,-86.99070839283792
100000000000186,Rasheed Rutherford,46.16693757535441,-115.65135186049096
100000000000187,Ena Robel,38.91321422443065,-94.72188556234622
100000000000188,Emmy Shields,49.380613599866464,-100.645164790791
100000000000189,Tyler Kuphal,25.445614168201523,-71.09224108447123
100000000000190,Leonor Bogisich,46.42716035402435,-74.06027243552668
100000000000191,Stefanie Sanford,29.7505796011858,-107.75180517940584
100000000000192,Pattie Stroman,45.181253482924554,-109.05073456377752
100000000000193,Kevin Bosco,45.10212165408515,-99.47417679322922
100000000000194,Kayley Herman,32.68035617556343,-85.68565507976288
100000000000195,Weston Hansen,40.2507072833214,-97.56392691557134
100000000000196,Chance Rowe,27.196844482807663,-125.25784546034436
100000000000197,Erich Wilderman,38.444978121573214,-71.77161676687564
100000000000198,Haskell Okuneva,29.54314420854471,-125.95910344167513
100000000000199,Adeline Barrows,42.19958518363377,-68.9587911249393
100000000000200,Florida Feil,34.62478915533199,-115.03993638272485
100000000000201,Velma Greenholt,32.11499350703745,-113.34155058900345
100000000000202,Kelsi Miller,30.92126757046036,-92.93914900501102
100000000000203,Krystel Douglas,33.03178195304553,-86.236617087682
100000000000204,Willow Moen,25.132036012217338,-69.08290309589118
100000000000205,Tevin Baumbach,44.409091400382366,-112.59309587756265
100000000000206,Reymundo Gusikowski,36.00880302601989,-79.9703894672812
100000000000207,Leonor Hills,49.324147896346005,-125.56970293205973
100000000000208,Precious Collins,36.70584402425989,-81.02708314509519
100000000000209,Giles Bailey,27.175574696508978,-96.15817309298129
100000000000210,Annie Runte,31.67146080854037,-71.72162858477625
100000000000211,Zander Moen,38.03925017631227,-90.46158188853924
100000000000212,Julian Will,45.09739150992466,-110.14445713766396
100000000000213,Ima Rutherford,48.77979815315804,-71.63612227186044
100000000000214,America Satterfield,42.42972791166878,-118.46847648363432
100000000000215,Sallie Sauer,44.81050533390123,-77.1544719150269
100000000000216,Adah Rosenbaum,46.212568573486536,-93.89387578851688
100000000000217,Santa Sawayn,28.131842181120813,-80.2717077313181
100000000000218,Baylee Cremin,46.68437856328766,-86.0963272057671
100000000000219,Kane Langosh,38.446028124783425,-91.5995096098761
100000000000220,Tad Jacobson,47.41813282824269,-71.82097217055576
100000000000221,Margie Kerluke,31.127641510742823,-117.02380497408272
100000000000222,Abe Fahey,47.43449727180687,-109.59490258142316
100000000000223,Taya Larson,36.851725566966394,-122.23121368572288
100000000000224,Lexie Tillman,28.303329291609455,-125.68904377228482
100000000000225,Sven Dietrich,37.55897196780643,-96.04452084156053
100000000000226,Lynn Torp,26.894353877598085,-122.41430609345888
100000000000227,Millie Fritsch,32.02995115789899,-119.6029398723034
100000000000228,Zora Streich,46.220075403872826,-106.99910781081854
100000000000229,Neva Batz,25.22062597174829,-69.03411749456717
100000000000230,Hailey Larkin,44.43504238688304,-120.12572525156742
100000000000231,Breanne Nader,30.790367430671,-120.61323142626593
100000000000232,Ayla Ferry,26.030493098718622,-106.09582448257544
100000000000233,Rudy Lowe,31.05690305015345,-95.55316022279348
100000000000234,Robb Hayes,32.04982089118729,-69.97285852831916
100000000000235,Nathanial Kuhn,46.27222990387229,-86.64039249600799
100000000000236,Alford Waters,43.15397660994017,-72.10249452773735
100000000000237,Reece Shanahan,29.950446900664065,-118.159758804322
100000000000238,Cody Strosin,27.916838372720747,-81.50115300186529
100000000000239,Eldon Jakubowski,43.41049923133586,-108.27051725848897
100000000000240,Hans Veum,26.065400040416225,-82.10484436423839
100000000000241,Marisol Weimann,36.53417275328616,-89.74807512929647
100000000000242,Leatha Predovic,33.1055563260812,-85.61532821780067
100000000000243,Macie Grimes,28.59587009991089,-123.81634149017609
100000000000244,Boris Effertz,31.340095873128316,-89.28466529527941
100000000000245,Alfred Gerlach,32.372279848608144,-107.94636594216206
100000000000246,Gail Tillman,25.272898050999665,-91.86410072779675
100000000000247,Ronaldo Purdy,32.123512467304955,-67.04593755635474
100000000000248,Alvis Conroy,31.619361762933657,-108.68971447145506
100000000000249,Curtis Crooks,40.13821814278227,-84.74470345885399
100000000000250,Fredy Klein,28.4068753410404,-125.3661086136838
100000000000251,Doris Olson,36.27064036410203,-94.0644617339824
100000000000252,Frederic Von,25.214340708509965,-119.12206155345883
100000000000253,Jasmin Tillman,45.741168553382224,-125.13069440608082
100000000000254,Harold Lynch,27.36811821778286,-68.96683165537426
100000000000255,Kameron Flatley,42.320854397945794,-87.84968313475076
100000000000256,Louvenia Labadie,45.08304072617567,-67.32673710225879
100000000000257,Lenore Ryan,34.43328861036123,-88.29404749186236
100000000000258,Delfina Stroman,37.310173208210585,-108.67439262072992
100000000000259,Frankie Gutkowski,38.99168378961333,-109.11881030328357
100000000000260,Concepcion Gorczany,35.39241561244938,-87.37399325463477
100000000000261,Ona Dickinson,33.904245370539,-74.79813745359742
100000000000262,Wilton Kunze,49.67798100844705,-84.48464627773032
100000000000263,Doug Johns,44.32155973499344,-99.33884775195128
100000000000264,Carlos Rippin,34.59845550802481,-72.81499127541937
100000000000265,Noe Feest,29.559597589013748,-86.65326209154156
100000000000266,Santina Kertzmann,46.34156228112833,-101.47602695579116
100000000000267,Kathryne Brekke,47.81000273041886,-120.77011141713236
100000000000268,Edward Toy,39.377467513909906,-91.25651111536544
100000000000269,Yvonne Greenfelder,31.10160417195984,-99.71354529965762
100000000000270,Chelsey Torphy,44.51544204646417,-96.19099053820712
100000000000271,Jan Eichmann,33.70863279962883,-99.74469833779338
100000000000272,Josiah Will,49.10088474770619,-114.1526647822323
100000000000273,Drew McClure,45.140823377106855,-83.46863203015948
100000000000274,Wayne Rowe,42.265646117620136,-109.79570469645758
100000000000275,Cary Thompson,26.0853265429072,-110.69654460947844
100000000000276,Charlene Gulgowski,43.54538003643991,-84.05220860636516
100000000000277,Maxwell Cassin,37.646866018020745,-111.34629087029242
100000000000278,Herminio Herzog,40.81375433212715,-97.71509291497377
100000000000279,Adele Schroeder,32.761326000579786,-112.57998712996354
100000000000280,Emmitt D'Amore,32.80581919950805,-119.94121020938844
100000000000281,Imani Wyman,31.5039013165088,-68.70279923027474
100000000000282,Dahlia Ankunding,37.49690512323005,-116.18196134621294
100000000000283,Faustino Hilll,35.35857938942639,-98.56230591301764
100000000000284,Elwin Nienow,43.0638729002838,-90.27503955983876
100000000000285,Marjolaine Lindgren,27.7616348137242,-104.05710606035242
100000000000286,Amani Senger,39.75951876323867,-111.27849771014938
100000000000287,Ike Boyle,43.10496836190764,-70.15427481251554
100000000000288,Dasia Pouros,37.6217187193686,-96.7276580331654
100000000000289,Nathan Koch,42.2563626702369,-72.97660504463903
100000000000290,Frankie Stokes,35.56383170980659,-73.25396333938484
100000000000291,Beaulah Prosacco,37.455699154703645,-116.23250656293118
100000000000292,Dimitri Hand,45.31073136383819,-105.09868299401634
100000000000293,Citlalli Okuneva,35.33010304037995,-114.39724827375434
100000000000294,Mitchel Beier,35.6308089083476,-119.60006464019172
100000000000295,Cathy Dibbert,45.82013462010136,-93.15093220160423
100000000000296,Lucious Barton,45.67507722823521,-119.96557554036484
100000000000297,Junius Steuber,46.15733246632756,-86.45670660019232
100000000000298,Donnie Cruickshank,46.12517316591793,-112.61020196532644
100000000000299,Phyllis Koss,45.34979182807024,-74.97416157758022
100000000000300,Jon Lakin,37.20093472223875,-75.23279482609324
100000000000301,Jaren Haley,44.07828294192605,-79.12965394623049
100000000000302,Elroy Walsh,45.92947737100323,-119.560310584595
100000000000303,Rosanna Heaney,30.79092617183613,-101.75099576693704
100000000000304,Carley Corkery,36.26512456713646,-116.83262734132089
100000000000305,Dayana Cummerata,42.439939410271464,-68.56008002133585
100000000000306,Florence Brown,34.64145505455099,-125.79523510787536
100000000000307,Ron Shields,46.083724121307824,-88.68423285673907
100000000000308,Lawrence Sipes,45.30520880192162,-117.73998976440474
100000000000309,Gaylord Leffler,43.209100471284415,-120.84927018396549
100000000000310,Tate Upton,29.727089858361488,-103.65140410470174
100000000000311,Sallie Zulauf,33.485864944198156,-111.88256245472964
100000000000312,Dixie MacGyver,45.475587854453806,-108.93127616613202
100000000000313,Ottilie Price,35.707857161530825,-107.3401557409741
100000000000314,Myah Christiansen,30.32424604672278,-68.72699131039299
100000000000315,Elroy Boehm,42.773982884199,-105.69428190379772
100000000000316,Nona Lubowitz,49.05486434046264,-76.41695697682987
100000000000317,Ethelyn White,32.90096098293946,-111.01811434506902
100000000000318,Icie Kessler,37.83217113030702,-80.48175280132767
100000000000319,Theresa Haley,31.08289241510343,-97.62502964394838
100000000000320,Tiara Yost,28.450057078628323,-71.56701816004255
100000000000321,Jaylen Wintheiser,30.523210356705903,-111.44331352540712
100000000000322,Vinnie Purdy,36.229545781646465,-96.71142255606338
100000000000323,Hulda Tremblay,27.793276198158612,-101.5225293147384
100000000000324,Jevon Yost,48.83503138134134,-119.94502951889856
100000000000325,Kaci Treutel,27.883307664187928,-124.4874437498938
100000000000326,Amara Mosciski,39.71574614733093,-82.23118071027912
100000000000327,Andrew O'Keefe,46.74263544409651,-67.91437727649117
100000000000328,Tre Hermann,31.893714944084028,-120.53489840166404
100000000000329,Efrain McLaughlin,48.155086459738904,-92.0556148207179
100000000000330,Jeffery Langworth,38.82973442232328,-92.93399073393068
100000000000331,Winston Douglas,37.430393734332,-92.03061871511672
100000000000332,Jayde Langworth,38.26055668879397,-122.33900029339767
100000000000333,Gerardo O'Keefe,30.631405203991125,-71.07600974991175
100000000000334,Tevin Erdman,35.510675721545766,-112.162320018748
100000000000335,Rebeca Franecki,35.29047269898611,-89.28368652743137
100000000000336,Graham Keeling,38.22372026073274,-114.4612584683876
100000000000337,Sabryna Lang,48.64109350282163,-100.8182583361821
100000000000338,Theresia Hansen,43.590288790756546,-86.76615285312488
100000000000339,Kendra Balistreri,45.49102750403715,-77.71152904591544
100000000000340,Toy Zulauf,39.03928308920017,-107.79961522413636
100000000000341,Burdette Considine,29.53409043529078,-114.30923674646024
100000000000342,Walker Spinka,26.641644701476487,-97.42917476961176
100000000000343,Michele Windler,27.51105540483249,-85.84908257421701
100000000000344,Tad Hettinger,41.27647689603173,-122.84481107293732
100000000000345,Tianna Labadie,49.63958194438683,-67.1568290484469
100000000000346,Samantha Blick,25.10865058829686,-104.24431554683132
100000000000347,Burley Morissette,29.843604395224595,-68.87684540132861
100000000000348,Leif Nitzsche,33.54621771454124,-102.62453851614092
100000000000349,Lilla Hegmann,30.962871505350343,-74.06360850332405
100000000000350,Polly Hodkiewicz,48.372423973569354,-107.74010226461095
100000000000351,Marlen Brown,31.555785015069873,-84.43309252797988
100000000000352,Malvina Bechtelar,41.61117674470026,-117.06071020436464
100000000000353,Florian Daugherty,28.528394357280877,-85.22444542745819
100000000000354,Garett Hansen,48.86163590963399,-84.82180529416516
100000000000355,Warren Ullrich,36.36500253337946,-94.1080943046205
100000000000356,Sallie Daugherty,29.528020006522915,-112.26146407162248
100000000000357,Martine Collier,43.26281917828573,-96.51029805034396
100000000000358,Willy Weimann,49.355513388704665,-102.41613203230854
100000000000359,Lurline Walker,48.944938241880266,-113.63044844983494
100000000000360,Eli Gerlach,46.86869652705841,-69.0670594066453
100000000000361,Taurean Cummings,45.98410004283196,-67.43137814470639
100000000000362,Kasey Mante,47.65560548615653,-111.70518442399528
100000000000363,Vicky Schmeler,26.223536841483742,-110.04990278357477
100000000000364,Chloe Jast,48.141165292026926,-73.56587727705886
100000000000365,Nelson Jenkins,42.84437757402486,-70.47854041130469
100000000000366,Waldo Stiedemann,34.74225574250028,-92.51659878841798
100000000000367,Rollin Stehr,38.72959106696664,-118.64176645685866
100000000000368,Beryl Jerde,42.43131660031947,-94.70091532765328
100000000000369,Gregg Hickle,45.92463626935638,-109.1068339603526
100000000000370,Vanessa Stiedemann,43.41498294176501,-92.15477749600734
100000000000371,Marcel O'Reilly,42.34143248919681,-109.360970598033
100000000000372,Ora Nikolaus,41.10931188444968,-96.32921240359212
100000000000373,Cornelius Feeney,37.618040249575486,-110.86247512109288
100000000000374,Nyasia Rodriguez,31.98392430789019,-67.91313675946502
100000000000375,Derek Mann,32.55743948162901,-85.7236296641863
100000000000376,Idell Rau,35.07462659737705,-68.22959420770059
100000000000377,Fatima Walsh,33.99124363881339,-96.87036524371578
100000000000378,Lafayette Beer,31.60339352611875,-104.00980181292162
100000000000379,Dustin Kuphal,33.82450691908143,-88.4780309678131
100000000000380,Alivia Green,31.61166207979045,-71.07763451600783
100000000000381,Armand Beer,48.22913796076308,-89.79334781100738
100000000000382,Will Wisozk,48.06970706329977,-80.48912263514111
100000000000383,Jonathon Ziemann,45.21636166923318,-107.94921523035984
100000000000384,Naomie Hickle,42.45789016313891,-106.61134218827068
100000000000385,Arnaldo Gleichner,45.35493382020316,-79.4690325872962
100000000000386,Jerry McKenzie,49.65125944764479,-111.3642624977952
100000000000387,Demarco Koepp,35.5614773511538,-100.91042123179776
100000000000388,Shyann Hessel,39.12204721759781,-75.32425258618383
100000000000389,Nolan Prosacco,32.20200325785213,-81.27458033074265
100000000000390,Dwight Pagac,31.318785578604913,-93.78035036827804
100000000000391,Claire Reichert,39.7347679134878,-100.31375745248327
100000000000392,Orland Kris,39.90379564447716,-114.8550545598662
100000000000393,Destiny O'Reilly,32.30778222146996,-89.46143216493508
100000000000394,Grace Reilly,44.2845413925874,-106.8173494129728
100000000000395,Rae Rippin,38.59264469407,-120.24849007015315
100000000000396,Guillermo Miller,34.71930837576381,-105.85663321459865
100000000000397,Stephania Bergnaum,26.06441223155392,-123.30217689307466
100000000000398,Silas Muller,48.587217086347664,-111.9173699441273
100000000000399,Camille Hintz,42.26902810720506,-124.3674357792721
100000000000400,Adolfo Monahan,38.69881162869529,-121.92863037405137
100000000000401,Luna Smitham,27.200525979498646,-72.59202057848648
100000000000402,Grayce Rosenbaum,38.93943641838931,-69.07260042613024
100000000000403,Armand Doyle,45.95067675435119,-95.69108148952894
100000000000404,Solon Powlowski,39.9530264892479,-77.96392219571221
100000000000405,Lonny Bradtke,32.70170262930493,-78.70031419657877
100000000000406,Trent Kautzer,40.72145611123795,-68.90362811595826
100000000000407,Fabiola Wiza,32.6471613220989,-74.65440889641803
100000000000408,Nick Macejkovic,34.07300683722955,-106.8552177906558
100000000000409,Jeanie Robel,48.979740172521346,-104.98818351866188
100000000000410,Brennan Harvey,45.05018449917972,-84.71802832626925
100000000000411,Cathy Hills,28.295155241657778,-79.59513453094947
100000000000412,Ransom Roberts,35.939070444190136,-100.26141763617868
100000000000413,Arno Block,42.57229278513847,-106.27481648283673
100000000000414,Gabriel Boyer,41.53515798591119,-82.29987055562307
100000000000415,Germaine Legros,34.985073212629686,-125.18583347484166
100000000000416,Tomas Ratke,27.53551482886688,-82.7823684271043
100000000000417,Lisandro Ebert,29.031668239243473,-120.60271942080033
100000000000418,Myrtice Streich,35.71962733286652,-117.96336094003428
100000000000419,Geovany Ortiz,32.87381297399138,-71.55902506813553
100000000000420,Alvera Dicki,49.89192309050677,-109.5400245720155
100000000000421,Domenica Rice,35.29730827650924,-118.16882549940428
100000000000422,Wanda Mayert,44.68980657658392,-125.6549313281752
100000000000423,Jessica Parisian,49.90523039954409,-79.69011722485416
100000000000424,Julius Collier,35.99624418888531,-67.9788535633399
100000000000425,Marvin Baumbach,45.219808740183595,-110.00606625261008
100000000000426,Shayna Johns,27.062177582581825,-109.57016066104003
100000000000427,Enos Torphy,26.514780185156127,-97.61437426207507
100000000000428,Ezra Kerluke,48.4786918182384,-96.19661471259136
100000000000429,Mariela Olson,49.19862069238953,-92.03906549169228
100000000000430,Lisa Feil,31.258667401522143,-75.85614825728504
100000000000431,Issac Raynor,29.606359965772363,-123.17909104996922
100000000000432,Rebeca Bahringer,35.91443828480678,-67.47241952663714
100000000000433,Favian Feest,35.38207628429739,-73.67403553581221
100000000000434,Annamarie Schmidt,40.80277861200141,-82.0230917897415
100000000000435,Bryon Baumbach,38.54178593114801,-70.1998678068514
100000000000436,Maeve Bartoletti,48.408222336651406,-68.60716481347717
